Added_Sugars,Added_Sugars/#agg,Alcohol,Alcohol/#agg,Calories,Calories/#agg,Display_Name,Drkgreen_Vegetables,Drkgreen_Vegetables/#agg,Drybeans_Peas,Drybeans_Peas/#agg,Factor,Factor/#agg,Food_Code,Food_Code/#agg,Fruits,Fruits/#agg,Grains,Grains/#agg,Increment,Increment/#agg,Meats,Meats/#agg,Milk,Milk/#agg,Multiplier,Multiplier/#agg,Oils,Oils/#agg,Orange_Vegetables,Orange_Vegetables/#agg,Other_Vegetables,Other_Vegetables/#agg,Portion_Amount,Portion_Amount/#agg,Portion_Default,Portion_Default/#agg,Portion_Display_Name,Saturated_Fats,Saturated_Fats/#agg,Solid_Fats,Solid_Fats/#agg,Soy,Soy/#agg,Starchy_vegetables,Starchy_vegetables/#agg,Vegetables,Vegetables/#agg,Whole_Grains,Whole_Grains/#agg
1.04936,1.04936,0,0,17.68,17.68,Breaded fried mushrooms,0,0,0,0,1,1,75414030,75414030,0,0,0.06192,0.06192,1,1,0.00544,0.00544,0.00344,0.00344,1,1,0.27748,0.27748,0,0,0.06112,0.06112,1,1,2,2,small,0.1776,0.1776,0.4428,0.4428,0,0,0,0,0.06112,0.06112,0.01696,0.01696
4.90481,4.90481,0,0,86.94,86.94,Fried okra,0,0,0,0,0.5,0.5,75414500,75414500,0,0,0.2898,0.2898,0.25,0.25,0.0253,0.0253,0.0161,0.0161,0.5,0.5,1.29802,1.29802,0,0,0.28566,0.28566,0.5,0.5,1,1,cup,0.828,0.828,2.07,2.07,0,0,0,0,0.28566,0.28566,0.07912,0.07912
0.7997,0.7997,0,0,14.175,14.175,Fried okra,0,0,0,0,1,1,75414500,75414500,0,0,0.04725,0.04725,1,1,0.00413,0.00413,0.00263,0.00263,1,1,0.21163,0.21163,0,0,0.04658,0.04658,1,1,2,2,pod,0.135,0.135,0.3375,0.3375,0,0,0,0,0.04658,0.04658,0.0129,0.0129
8.38706,8.38706,0,0,157.38,157.38,Onion rings,0,0,0,0,1,1,75415020,75415020,0,0,0.49536,0.49536,0.25,0.25,0.043,0.043,0.02752,0.02752,0.25,0.25,2.22033,2.22033,0,0,0.35174,0.35174,1,1,1,1,fast food order,1.419,1.419,3.54492,3.54492,0,0,0,0,0.35174,0.35174,0.13588,0.13588
2.34058,2.34058,0,0,43.92,43.92,Onion rings,0,0,0,0,0.5,0.5,75415020,75415020,0,0,0.13824,0.13824,0.25,0.25,0.012,0.012,0.00768,0.00768,0.5,0.5,0.61963,0.61963,0,0,0.09816,0.09816,0.5,0.5,2,2,cup,0.396,0.396,0.98928,0.98928,0,0,0,0,0.09816,0.09816,0.03792,0.03792
2.92572,2.92572,0,0,54.9,54.9,Onion rings,0,0,0,0,0.5,0.5,75415020,75415020,0,0,0.1728,0.1728,1,1,0.015,0.015,0.0096,0.0096,0.2,0.2,0.77453,0.77453,0,0,0.1227,0.1227,5,5,2,2,medium rings,0.495,0.495,1.2366,1.2366,0,0,0,0,0.1227,0.1227,0.0474,0.0474
0.01739,0.01739,0,0,250.38,250.38,Pea salad,0,0,0,0,0.5,0.5,75416500,75416500,0,0,0,0,0.25,0.25,0.26857,0.26857,0,0,0.5,0.5,4.27762,4.27762,0,0,0.02782,0.02782,0.5,0.5,1,1,cup,3.3705,3.3705,6.40395,6.40395,0,0,0.45261,0.45261,0.4815,0.4815,0,0
10.8528,10.8528,0,0,184.8,184.8,Breaded fried summer squash,0,0,0,0,0.5,0.5,75418010,75418010,0,0,0.6413,0.6413,0.25,0.25,0.0561,0.0561,0.0363,0.0363,0.5,0.5,2.8732,2.8732,0,0,0.5,0.5,0.5,0.5,1,1,cup,1.848,1.848,4.5837,4.5837,0,0,0,0,0.5,0.5,0.1749,0.1749
0.16156,0.16156,0,0,28.7,28.7,Breaded fried vegetable sticks,0,0,0,0,1,1,75440170,75440170,0,0,0.252,0.252,1,1,0,0,0.00042,0.00042,1,1,0,0,0.01652,0.01652,0.02072,0.02072,1,1,1,1,stick,0.1694,0.1694,9.17658,9.17658,0.00154,0.00154,0.01568,0.01568,0.05292,0.05292,0.04452,0.04452
0,0,0,0,11.27,11.27,Vegetable tempura,0,0,0,0,1,1,75440200,75440200,0,0,0.06272,0.06272,1,1,0.02142,0.02142,0,0,1,1,0,0,0.00413,0.00413,0.03199,0.03199,1,1,1,1,piece,0.1407,0.1407,5.69646,5.69646,0,0,0,0,0.03612,0.03612,0,0
0,0,0,0,50.715,50.715,Vegetable tempura,0,0,0,0,0.5,0.5,75440200,75440200,0,0,0.28224,0.28224,0.25,0.25,0.09639,0.09639,0,0,0.5,0.5,0,0,0.01858,0.01858,0.14396,0.14396,0.5,0.5,2,2,cup,0.63315,0.63315,25.63407,25.63407,0,0,0,0,0.16254,0.16254,0,0
0,0,0,0,52.745,52.745,Vegetable-pasta combo,0.0733,0.0733,0,0,0.5,0.5,75460700,75460700,0,0,0.29318,0.29318,0.25,0.25,0,0,0,0,0.5,0.5,0,0,0.06987,0.06987,0.13974,0.13974,0.5,0.5,1,1,cup,0.04795,0.04795,0,0,0,0,0.1096,0.1096,0.39319,0.39319,0,0
10.28724,10.28724,0,0,26.6175,26.6175,Pickled beets,0,0,0,0,0.25,0.25,75500210,75500210,0,0,0,0,0.25,0.25,0,0,0,0,1,1,0,0,0,0,0.25012,0.25012,0.25,0.25,1,1,cup,0.00845,0.00845,0,0,0,0,0,0,0.25012,0.25012,0,0
1.1417,1.1417,0,0,50.8375,50.8375,Corn relish,0,0,0,0,0.25,0.25,75501010,75501010,0,0,0,0,0.25,0.25,0,0,0,0,1,1,0.10719,0.10719,0,0,0.11576,0.11576,0.25,0.25,1,1,cup,0.04839,0.04839,0,0,0,0,0.13414,0.13414,0.2499,0.2499,0,0
0,0,0,0,7.875,7.875,Kim chee (made from cabbage),0,0,0,0,0.25,0.25,75502520,75502520,0,0,0,0,0.25,0.25,0,0,0,0,1,1,0,0,0,0,0.25013,0.25013,0.25,0.25,1,1,cup,0.01125,0.01125,0,0,0,0,0,0,0.25013,0.25013,0,0
0,0,0,0,5.4,5.4,Dill pickle,0,0,0,0,1,1,75503010,75503010,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0.2097,0.2097,1,1,1,1,spear,0.015,0.015,0,0,0,0,0,0,0.2097,0.2097,0,0
0,0,0,0,24.3,24.3,Dill pickle,0,0,0,0,1,1,75503010,75503010,0,0,0,0,0.25,0.25,0,0,0,0,0.25,0.25,0,0,0,0,0.94365,0.94365,1,1,2,2,large,0.0675,0.0675,0,0,0,0,0,0,0.94365,0.94365,0,0
0,0,0,0,11.7,11.7,Dill pickle,0,0,0,0,1,1,75503010,75503010,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0,0,0.45435,0.45435,1,1,2,2,medium,0.0325,0.0325,0,0,0,0,0,0,0.45435,0.45435,0,0
0,0,0,0,5.04,5.04,Dill pickle,0,0,0,0,1,1,75503010,75503010,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0.19572,0.19572,1,1,2,2,baby dill,0.014,0.014,0,0,0,0,0,0,0.19572,0.19572,0,0
0,0,0,0,5.4,5.4,Dill pickle,0,0,0,0,5,5,75503010,75503010,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,0,0,0,0.2097,0.2097,5,5,2,2,slices,0.015,0.015,0,0,0,0,0,0,0.2097,0.2097,0,0
1.31657,1.31657,0,0,13,13,Pickle relish,0,0,0,0,1,1,75503020,75503020,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0.0408,0.0408,1,1,1,1,packet (2 teaspoons),0.006,0.006,0,0,0,0,0,0,0.0408,0.0408,0,0
8.06402,8.06402,0,0,79.625,79.625,Pickle relish,0,0,0,0,0.25,0.25,75503020,75503020,0,0,0,0,0.25,0.25,0,0,0,0,1,1,0,0,0,0,0.2499,0.2499,0.25,0.25,2,2,cup,0.03675,0.03675,0,0,0,0,0,0,0.2499,0.2499,0,0
3.9741,3.9741,0,0,35.1,35.1,Sweet pickle (gherkin),0,0,0,0,5,5,75503040,75503040,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,0,0,0,0.1875,0.1875,5,5,1,1,slices,0.021,0.021,0,0,0,0,0,0,0.1875,0.1875,0,0
0.79482,0.79482,0,0,7.02,7.02,Sweet pickle (gherkin),0,0,0,0,1,1,75503040,75503040,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0.0375,0.0375,1,1,2,2,gherkin,0.0042,0.0042,0,0,0,0,0,0,0.0375,0.0375,0,0
0,0,0,0,7.2,7.2,Horseradish,0,0,0,0,1,1,75503090,75503090,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0,0,0.06255,0.06255,1,1,1,1,Tablespoon,0.0135,0.0135,0,0,0,0,0,0,0.06255,0.06255,0,0
0,0,0,0,3.3,3.3,Mustard,0,0,0,0,1,1,75506010,75506010,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,teaspoon,0.008,0.008,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3.3,3.3,Mustard,0,0,0,0,1,1,75506010,75506010,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,2,packet,0.008,0.008,0,0,0,0,0,0,0,0,0,0
0,0,0,0,21.025,21.025,Green olives,0,0,0,0,0.5,0.5,75510010,75510010,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,0,0,0,0.10904,0.10904,5,5,1,1,small,0.29435,0.29435,0,0,0,0,0,0,0.10904,0.10904,0,0
0,0,0,0,53.2875,53.2875,Green olives,0,0,0,0,0.25,0.25,75510010,75510010,0,0,0,0,0.25,0.25,0,0,0,0,1,1,0,0,0,0,0.25,0.25,0.25,0.25,2,2,cup,0.74603,0.74603,0,0,0,0,0,0,0.25,0.25,0,0
0,0,0,0,28.275,28.275,Green olives,0,0,0,0,0.5,0.5,75510010,75510010,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,0,0,0,0.14664,0.14664,5,5,2,2,large,0.39585,0.39585,0,0,0,0,0,0,0.14664,0.14664,0,0
0,0,0,0,17.85,17.85,Black olives,0,0,0,0,0.5,0.5,75510020,75510020,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,0,0,0,0.12597,0.12597,5,5,1,1,small,0.2142,0.2142,0,0,0,0,0,0,0.12597,0.12597,0,0
0,0,0,0,38.5875,38.5875,Black olives,0,0,0,0,0.25,0.25,75510020,75510020,0,0,0,0,0.25,0.25,0,0,0,0,1,1,0,0,0,0,0.25,0.25,0.25,0.25,2,2,cup,0.46305,0.46305,0,0,0,0,0,0,0.25,0.25,0,0
0,0,0,0,24.15,24.15,Black olives,0,0,0,0,0.5,0.5,75510020,75510020,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,0,0,0,0.17043,0.17043,5,5,2,2,large,0.2898,0.2898,0,0,0,0,0,0,0.17043,0.17043,0,0
0,0,0,0,1.86,1.86,Tabasco sauce (hot sauce),0,0,0,0,1,1,75511010,75511010,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0.03794,0.03794,1,1,1,1,packet,0.00093,0.00093,0,0,0,0,0,0,0.03794,0.03794,0,0
0,0,0,0,0.16,0.16,Tabasco sauce (hot sauce),0,0,0,0,1,1,75511010,75511010,0,0,0,0,5,5,0,0,0,0,0.5,0.5,0,0,0,0,0.00326,0.00326,10,10,2,2,drops,0.00008,0.00008,0,0,0,0,0,0,0.00326,0.00326,0,0
0,0,0,0,190.96,190.96,Cream of mushroom soup (made with milk),0,0,0,0,1,1,75607010,75607010,0,0,0.51584,0.51584,0.5,0.5,0,0,0.50344,0.50344,0.5,0.5,0,0,0,0,0.32488,0.32488,1,1,1,1,cup,4.0424,4.0424,103.98888,103.98888,0.00496,0.00496,0,0,0.32488,0.32488,0,0
0.78344,0.78344,0,0,57.84,57.84,French onion soup,0,0,0,0,1,1,75608100,75608100,0,0,0.02169,0.02169,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0,0,0.31812,0.31812,1,1,1,1,cup,0.2651,0.2651,14.40216,14.40216,0.01205,0.01205,0,0,0.31812,0.31812,0,0
0.35255,0.35255,0,0,81.94,81.94,Vegetable soup,0,0,0,0,1,1,75649010,75649010,0,0,0.00482,0.00482,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0.07953,0.07953,0,0,1,1,1,1,cup,0.4338,0.4338,0,0,0.00241,0.00241,0.35186,0.35186,0.4338,0.4338,0,0
0,0,0,0,84.35,84.35,Minestrone soup,0.00482,0.00482,0.06266,0.06266,1,1,75651010,75651010,0,0,0.11568,0.11568,0.5,0.5,0,0,0,0,0.5,0.5,0.19441,0.19441,0.0723,0.0723,0.21208,0.21208,1,1,1,1,cup,0.5302,0.5302,10.88838,10.88838,0.01928,0.01928,0.09881,0.09881,0.3856,0.3856,0,0
2.70288,2.70288,0,0,106.04,106.04,Vegetable rice soup,0,0,0,0,1,1,75651070,75651070,0,0,0.51815,0.51815,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0.08435,0.08435,0.46031,0.46031,1,1,1,1,cup,0.2651,0.2651,0,0,0,0,0.08917,0.08917,0.63383,0.63383,0,0
0,0,0,0,78,78,Vegetable beef soup (canned),0,0,0,0,,,75651020,75651020,0,0,0.07076,0.07076,0.5,0.5,0.38064,0.38064,0,0,0.5,0.5,0.69052,0.69052,0.14396,0.14396,0.07564,0.07564,1,1,1,1,cup,0.854,0.854,0.72468,0.72468,0.00244,0.00244,0.17812,0.17812,0.39772,0.39772,0.07076,0.07076
0,0,0,0,228.95,228.95,Vegetable beef soup (homemade),0,0,0,0,1,1,75652010,75652010,0,0,0,0,0.5,0.5,1.06763,1.06763,0,0,0.5,0.5,0,0,0.03068,0.03068,0.21472,0.21472,1,1,1,1,cup,4.4344,4.4344,72.81333,72.81333,0,0,0.2638,0.2638,0.5092,0.5092,0,0
2.14553,2.14553,0,0,16.8,16.8,Vegetable broth,0,0,0,0,1,1,75657000,75657000,0,0,0.0288,0.0288,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0,0,0.012,0.012,1,1,1,1,cup,0,0,0.1296,0.1296,0.06,0.06,0,0,0.012,0.012,0,0
0,0,0,0,472.29,472.29,Wrap sandwich (vegetables only),0,0,0,0,1,1,77300000,77300000,0,0,3.55992,3.55992,0.25,0.25,0,0,0,0,0.25,0.25,0.03003,0.03003,0.15015,0.15015,0.96642,0.96642,1,1,1,1,wrap,7.88424,7.88424,16.25169,16.25169,0,0,0,0,1.1193,1.1193,0,0
0,0,0,0,35.85,35.85,Butter,0,0,0,0,1,1,81101000,81101000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,pat (1 teaspoon),2.5685,2.5685,35.85,35.85,0,0,0,0,0,0,0,0
0,0,0,0,202.5525,202.5525,Butter,0,0,0,0,0.25,0.25,81101000,81101000,0,0,0,0,0.25,0.25,0,0,0,0,1,1,0,0,0,0,0,0,0.25,0.25,2,2,stick,14.51203,14.51203,202.5525,202.5525,0,0,0,0,0,0,0,0
0,0,0,0,101.814,101.814,Butter,0,0,0,0,1,1,81101000,81101000,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0,0,0,0,1,1,2,2,Tablespoon,7.29454,7.29454,101.814,101.814,0,0,0,0,0,0,0,0
0,0,0,0,27.246,27.246,Whipped butter,0,0,0,0,1,1,81101010,81101010,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,pat (1 teaspoon),1.91862,1.91862,27.246,27.246,0,0,0,0,0,0,0,0
0,0,0,0,67.398,67.398,Whipped butter,0,0,0,0,1,1,81101010,81101010,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0,0,0,0,1,1,2,2,Tablespoon,4.74606,4.74606,67.398,67.398,0,0,0,0,0,0,0,0
0,0,0,0,24.95,24.95,Light butter,0,0,0,0,1,1,81101500,81101500,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,pat (1 teaspoon),1.716,1.716,2.755,2.755,0,0,0,0,0,0,0,0
0,0,0,0,140.9675,140.9675,Light butter,0,0,0,0,0.25,0.25,81101500,81101500,0,0,0,0,0.25,0.25,0,0,0,0,1,1,0,0,0,0,0,0,0.25,0.25,2,2,stick,9.6954,9.6954,15.56575,15.56575,0,0,0,0,0,0,0,0
0,0,0,0,70.858,70.858,Light butter,0,0,0,0,1,1,81101500,81101500,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0,0,0,0,1,1,2,2,Tablespoon,4.87344,4.87344,7.8242,7.8242,0,0,0,0,0,0,0,0
0,0,0,0,35.25,35.25,Stick margarine,0,0,0,0,1,1,81102010,81102010,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,pat (1 teaspoon),0.7395,0.7395,35.25,35.25,0,0,0,0,0,0,0,0
0,0,0,0,199.1625,199.1625,Stick margarine,0,0,0,0,0.25,0.25,81102010,81102010,0,0,0,0,0.25,0.25,0,0,0,0,1,1,0,0,0,0,0,0,0.25,0.25,2,2,stick,4.17818,4.17818,199.1625,199.1625,0,0,0,0,0,0,0,0
0,0,0,0,100.11,100.11,Stick margarine,0,0,0,0,1,1,81102010,81102010,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0,0,0,0,1,1,2,2,Tablespoon,2.10018,2.10018,100.11,100.11,0,0,0,0,0,0,0,0
0,0,0,0,33.55176,33.55176,Tub margarine,0,0,0,0,0.33,0.33,81102020,81102020,0,0,0,0,1,1,0,0,0,0,1,1,0.83723,0.83723,0,0,0,0,1,1,1,1,teaspoon,0.60777,0.60777,0,0,0,0,0,0,0,0,0,0
0,0,0,0,25.05789,25.05789,Tub spread (margarine type),0,0,0,0,0.33,0.33,81103080,81103080,0,0,0,0,1,1,0,0,0,0,1,1,0.6292,0.6292,0,0,0,0,1,1,1,1,teaspoon,0.45727,0.45727,0,0,0,0,0,0,0,0,0,0
0,0,0,0,17.25,17.25,Reduced-calorie spread (margarine type),0,0,0,0,1,1,81104010,81104010,0,0,0,0,1,1,0,0,0,0,1,1,0.43111,0.43111,0,0,0,0,1,1,1,1,pat (1 teaspoon),0.385,0.385,0,0,0,0,0,0,0,0,0,0
0,0,0,0,50.025,50.025,Reduced-calorie spread (margarine type),0,0,0,0,1,1,81104010,81104010,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0.5,1.25022,1.25022,0,0,0,0,1,1,2,2,Tablespoon,1.1165,1.1165,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2.11992,2.11992,Fat-free spread (margarine type),0,0,0,0,0.33,0.33,81104100,81104100,0,0,0,0,1,1,0,0,0,0,1,1,0.03255,0.03255,0,0,0,0,1,1,1,1,teaspoon,0.10262,0.10262,0,0,0,0,0,0,0,0,0,0
0,0,0,0,107.648,107.648,Bacon grease (or meat drippings),0,0,0,0,1,1,81201000,81201000,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0,0,0,0,1,1,1,1,Tablespoon,4.55296,4.55296,106.20288,106.20288,0,0,0,0,0,0,0,0
0,0,0,0,431.0125,431.0125,Bacon grease (or meat drippings),0,0,0,0,0.25,0.25,81201000,81201000,0,0,0,0,0.25,0.25,0,0,0,0,1,1,0,0,0,0,0,0,0.25,0.25,2,2,cup,18.22963,18.22963,425.22638,425.22638,0,0,0,0,0,0,0,0
0,0,0,0,37.34016,37.34016,Vegetable shortening,0,0,0,0,0.33,0.33,81203100,81203100,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,teaspoon,0.84776,0.84776,37.34016,37.34016,0,0,0,0,0,0,0,0
0,0,0,0,453.05,453.05,Vegetable shortening,0,0,0,0,0.25,0.25,81203100,81203100,0,0,0,0,0.25,0.25,0,0,0,0,1,1,0,0,0,0,0,0,0.25,0.25,2,2,cup,10.28588,10.28588,453.05,453.05,0,0,0,0,0,0,0,0
0,0,0,0,106.784,106.784,Lemon-butter sauce,0.00738,0.00738,0,0,1,1,81301020,81301020,0.00497,0.00497,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0,0,0,0,1,1,1,1,Tablespoon,7.50044,7.50044,106.784,106.784,0,0,0,0,0.00738,0.00738,0,0
0,0,0,0,428.64,428.64,Lemon-butter sauce,0.02964,0.02964,0,0,0.25,0.25,81301020,81301020,0.01995,0.01995,0,0,0.25,0.25,0,0,0,0,1,1,0,0,0,0,0,0,0.25,0.25,2,2,cup,30.1074,30.1074,428.64,428.64,0,0,0,0,0.02964,0.02964,0,0
0,0,0,0,67.137,67.137,Hollandaise sauce,0,0,0,0,1,1,81302010,81302010,0.00612,0.00612,0,0,0.5,0.5,0.08807,0.08807,0,0,0.5,0.5,0,0,0,0,0,0,1,1,1,1,Tablespoon,4.19244,4.19244,62.03459,62.03459,0,0,0,0,0,0,0,0
0,0,0,0,267.9225,267.9225,Hollandaise sauce,0,0,0,0,0.25,0.25,81302010,81302010,0.02442,0.02442,0,0,0.25,0.25,0.35145,0.35145,0,0,1,1,0,0,0,0,0,0,0.25,0.25,2,2,cup,16.7307,16.7307,247.56039,247.56039,0,0,0,0,0,0,0,0
1.45116,1.45116,0,0,74.304,74.304,Tartar sauce,0,0,0,0,1,1,81302050,81302050,0,0,0.01771,0.01771,0.5,0.5,0.01541,0.01541,0,0,0.5,0.5,1.59626,1.59626,0,0,0.00734,0.00734,1,1,1,1,Tablespoon,1.1088,1.1088,0.54043,0.54043,0,0,0,0,0.00734,0.00734,0,0
5.79455,5.79455,0,0,296.7,296.7,Tartar sauce,0,0,0,0,0.25,0.25,81302050,81302050,0,0,0.07073,0.07073,0.25,0.25,0.06153,0.06153,0,0,1,1,6.37394,6.37394,0,0,0.02932,0.02932,0.25,0.25,2,2,cup,4.4275,4.4275,2.15797,2.15797,0,0,0,0,0.02932,0.02932,0,0
0,0,0,0,29.26,29.26,Horseradish sauce,0,0,0,0,1,1,81302060,81302060,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0,0,0.00056,0.00056,1,1,1,1,Tablespoon,1.7766,1.7766,25.6788,25.6788,0,0,0,0,0.00056,0.00056,0,0
0,0,0,0,117.04,117.04,Horseradish sauce,0,0,0,0,0.25,0.25,81302060,81302060,0,0,0,0,0.25,0.25,0,0,0,0,1,1,0,0,0,0,0.00224,0.00224,0.25,0.25,2,2,cup,7.1064,7.1064,102.7152,102.7152,0,0,0,0,0.00224,0.00224,0,0
0,0,0,0,82.44133,82.44133,Pesto sauce,0.03957,0.03957,0,0,1,1,81302070,81302070,0,0,0,0,0.5,0.5,0.19988,0.19988,0.08818,0.08818,0.5,0.5,1.63588,1.63588,0,0,0,0,1,1,1,1,Tablespoon,1.31806,1.31806,6.27863,6.27863,0,0,0,0,0.03957,0.03957,0,0
0,0,0,0,329.76533,329.76533,Pesto sauce,0.15827,0.15827,0,0,0.25,0.25,81302070,81302070,0,0,0,0,0.25,0.25,0.7995,0.7995,0.3527,0.3527,1,1,6.54351,6.54351,0,0,0,0,0.25,0.25,2,2,cup,5.27223,5.27223,25.1145,25.1145,0,0,0,0,0.15827,0.15827,0,0
13.55259,13.55259,0,0,64.68,64.68,Low-calorie salad dressing,0,0,0,0,1,1,83200100,83200100,0,0,0,0,0.5,0.5,0.0022,0.0022,0.00176,0.00176,0.5,0.5,0.95715,0.95715,0,0,0.02376,0.02376,1,1,2,2,packet,0.352,0.352,0.4554,0.4554,0,0,0,0,0.02376,0.02376,0,0
6.20253,6.20253,0,0,13.44,13.44,Fat-free mayonnaise-type dressing,0,0,0,0,1,1,83203250,83203250,0,0,0.0752,0.0752,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0,0,0,0,1,1,1,1,Tablespoon,0.096,0.096,3.88368,3.88368,0,0,0,0,0,0,0,0
24.81011,24.81011,0,0,53.76,53.76,Fat-free mayonnaise-type dressing,0,0,0,0,0.25,0.25,83203250,83203250,0,0,0.3008,0.3008,0.25,0.25,0,0,0,0,1,1,0,0,0,0,0,0,0.25,0.25,2,2,cup,0.384,0.384,15.53472,15.53472,0,0,0,0,0,0,0,0
3.42056,3.42056,0,0,36.192,36.192,Low-calorie mayonnaise,0,0,0,0,1,1,83204000,83204000,0.00078,0.00078,0.10015,0.10015,0.5,0.5,0.00203,0.00203,0,0,0.5,0.5,0.65277,0.65277,0,0,0,0,1,1,1,1,Tablespoon,0.5148,0.5148,0.19796,0.19796,0,0,0,0,0,0,0,0
0,0,0,0,5.58,5.58,Raw tomatoes,0,0,0,0,1,1,74101000,74101000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0.17236,0.17236,1,1,2,2,wedge (1/4 of medium tomato),0.0124,0.0124,0,0,0,0,0,0,0.17236,0.17236,0,0
0,0,0,0,21.6,21.6,Cooked tomatoes,0,0,0,0,0.5,0.5,74201001,74201001,0,0,0,0,0.25,0.25,0,0,0,0,0.5,0.5,0,0,0,0,0.5004,0.5004,0.5,0.5,1,1,cup,0.012,0.012,0,0,0,0,0,0,0.5004,0.5004,0,0
6.88032,6.88032,0,0,33.15,33.15,Stewed tomatoes,0,0,0,0,0.5,0.5,74204013,74204013,0,0,0,0,0.25,0.25,0,0,0,0,0.5,0.5,0,0,0,0,0.54188,0.54188,0.5,0.5,1,1,cup,0.03825,0.03825,0,0,0,0,0,0,0.54188,0.54188,0,0
0,0,0,0,211.68,211.68,Fried green tomatoes,0,0,0,0,3,3,74205011,74205011,0,0,0.783,0.783,1,1,0.13716,0.13716,0.06804,0.06804,0.33333,0.33333,0,0,0,0,0.38664,0.38664,3,3,1,1,slices,3.43656,3.43656,15.50988,15.50988,0,0,0,0,0.38664,0.38664,0,0
0,0,0,0,176.4,176.4,Fried green tomatoes,0,0,0,0,0.5,0.5,74205011,74205011,0,0,0.6525,0.6525,0.25,0.25,0.1143,0.1143,0.0567,0.0567,0.5,0.5,0,0,0,0,0.3222,0.3222,0.5,0.5,2,2,cup,2.8638,2.8638,12.9249,12.9249,0,0,0,0,0.3222,0.3222,0,0
0,0,0,0,197.96,197.96,Fried green tomatoes,0,0,0,0,1,1,74205011,74205011,0,0,0.73225,0.73225,0.25,0.25,0.12827,0.12827,0.06363,0.06363,0.25,0.25,0,0,0,0,0.36158,0.36158,1,1,2,2,medium tomato,3.21382,3.21382,14.50461,14.50461,0,0,0,0,0.36158,0.36158,0,0
0,0,0,0,5.16,5.16,Dried tomatoes,0,0,0,0,1,1,74206000,74206000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0.07408,0.07408,1,1,1,1,piece,0.0086,0.0086,0,0,0,0,0,0,0.07408,0.07408,0,0
0,0,0,0,34.83,34.83,Dried tomatoes,0,0,0,0,0.25,0.25,74206000,74206000,0,0,0,0,0.25,0.25,0,0,0,0,1,1,0,0,0,0,0.50004,0.50004,0.25,0.25,2,2,cup,0.05805,0.05805,0,0,0,0,0,0,0.50004,0.50004,0,0
0,0,0,0,41.31,41.31,Tomato juice,0,0,0,0,1,1,74301100,74301100,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0,0,0.99873,0.99873,1,1,1,1,cup,0.0243,0.0243,0,0,0,0,0,0,0.99873,0.99873,0,0
0,0,0,0,43.56,43.56,V-8 juice (tomato-vegetable juice),0.00242,0.00242,0,0,1,1,74303000,74303000,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0.0121,0.0121,0.98978,0.98978,1,1,1,1,cup,0.0242,0.0242,0,0,0,0,0,0,1.00188,1.00188,0,0
